,HITId,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Input.prompt,Input.response,Input.aspect,Input.definition,Input.setting,Answer.Others,Approve,Reject,Score,3Score
54,3Y3N5A7N5SQ6LZOW4TFMT1V0NEFMY8,3HRMW88U1J7CBOQ5MN9FQTX5ZJTM0A,A2Y2AZ8DBFU47Q,40,91% (32/35),Write an <b>informal</b> passage about love:,"There's nothing like feeling madly in love. Your heart races, your stomach does somersaults, and you can't stop thinking about that special someone. When you're in love, you feel like you can conquer the world. It's a wonderful, exhilarating feeling.",Tone,informal tone: An informal tone is a relaxed and friendly way of speaking or writing.,Basic,no,,,2,1
55,3Y3N5A7N5SQ6LZOW4TFMT1V0NEFMY8,3V26SBZTBQV9CGVE56C14UW0WUUZZW,A3PUUVUDORJS8W,9,100% (20/20),Write an <b>informal</b> passage about love:,"There's nothing like feeling madly in love. Your heart races, your stomach does somersaults, and you can't stop thinking about that special someone. When you're in love, you feel like you can conquer the world. It's a wonderful, exhilarating feeling.",Tone,informal tone: An informal tone is a relaxed and friendly way of speaking or writing.,Basic,,,,2,1
56,3Y3N5A7N5SQ6LZOW4TFMT1V0NEFMY8,3CFVK00FWY2NJHUZO0OHZHS7CHPL68,AKQAI78JTXXC9,99,100% (240/240),Write an <b>informal</b> passage about love:,"There's nothing like feeling madly in love. Your heart races, your stomach does somersaults, and you can't stop thinking about that special someone. When you're in love, you feel like you can conquer the world. It's a wonderful, exhilarating feeling.",Tone,informal tone: An informal tone is a relaxed and friendly way of speaking or writing.,Basic,,,,2,1
57,3TX9T2ZCCLI2V1SF4HNSG66TRAXWZ0,3UN61F00H9623BPYO1B8TNN6ME35R2,A2Y2AZ8DBFU47Q,77,91% (32/35),Write an <b>informal</b> passage about love:,"Love is one of the most amazing and wonderful things in life. It can make you feel happy, sad, excited, nervous, and just about every other emotion in between. When you're in love, you can't help but smile and feel good about yourself. Love is something that you just can't explain, but you know it when you feel it.",Tone,informal tone: An informal tone is a relaxed and friendly way of speaking or writing.,Basic,no,,,2,1
58,3TX9T2ZCCLI2V1SF4HNSG66TRAXWZ0,3QIYRE09YGYI0VWNU7SFHD5F9191NS,A31P3ZS4NETEA5,26,100% (17/17),Write an <b>informal</b> passage about love:,"Love is one of the most amazing and wonderful things in life. It can make you feel happy, sad, excited, nervous, and just about every other emotion in between. When you're in love, you can't help but smile and feel good about yourself. Love is something that you just can't explain, but you know it when you feel it.",Tone,informal tone: An informal tone is a relaxed and friendly way of speaking or writing.,Basic,None,,,2,1
59,3TX9T2ZCCLI2V1SF4HNSG66TRAXWZ0,38JBBYETQ1RVYOGTOQ8YPOI97TIE4T,AKQAI78JTXXC9,177,100% (240/240),Write an <b>informal</b> passage about love:,"Love is one of the most amazing and wonderful things in life. It can make you feel happy, sad, excited, nervous, and just about every other emotion in between. When you're in love, you can't help but smile and feel good about yourself. Love is something that you just can't explain, but you know it when you feel it.",Tone,informal tone: An informal tone is a relaxed and friendly way of speaking or writing.,Basic,,,,2,1
60,3GONHBMNI7F6QPY10FH57842T8JMZZ,3JPSL1DZ55GEUJ9NQQL8SEYIDVGANQ,A2HM35CWB7IIFM,28,100% (414/414),Write an <b>assertive</b> passage about love:,"Love is one of the most powerful emotions. It can make you feel happy, sad, scared, and everything in between. Love is something that everyone experiences at some point in their life. It's what makes us feel alive.<br><br>Without love, we would be nothing. It's what motivates us to do great things. It's what drives us to be better people. Love is what makes the world go round.<br><br>So next time you're feeling down, remember that love is out there. It's waiting for you. All you have to do is let it in.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no issues,,,2,1
61,3GONHBMNI7F6QPY10FH57842T8JMZZ,3DUZQ9U6SZ5V2K4Q9HTQNVM1L4OVSN,A9HQ3E0F2AGVO,457,100% (273/273),Write an <b>assertive</b> passage about love:,"Love is one of the most powerful emotions. It can make you feel happy, sad, scared, and everything in between. Love is something that everyone experiences at some point in their life. It's what makes us feel alive.<br><br>Without love, we would be nothing. It's what motivates us to do great things. It's what drives us to be better people. Love is what makes the world go round.<br><br>So next time you're feeling down, remember that love is out there. It's waiting for you. All you have to do is let it in.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
62,3GONHBMNI7F6QPY10FH57842T8JMZZ,38F5OAUN50T41LPEGPEBD3ZWQB0H7W,AKQAI78JTXXC9,212,100% (240/240),Write an <b>assertive</b> passage about love:,"Love is one of the most powerful emotions. It can make you feel happy, sad, scared, and everything in between. Love is something that everyone experiences at some point in their life. It's what makes us feel alive.<br><br>Without love, we would be nothing. It's what motivates us to do great things. It's what drives us to be better people. Love is what makes the world go round.<br><br>So next time you're feeling down, remember that love is out there. It's waiting for you. All you have to do is let it in.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
63,34YWR3PJ3KRKIGRFAS6MCQHEI5KX02,3AAPLD8UCPYRZJMLTSHCIZREF8RTHK,A2HM35CWB7IIFM,56,100% (414/414),Write an <b>assertive</b> passage about love:,"Love is something that should be cherished and nurtured. It is the most powerful emotion that there is, and it has the ability to bring people together and make them happier than they ever thought possible.<br><br>Love is something that should be cherished and nurtured. It is the most powerful emotion that there is, and it has the ability to bring people together and make them happier than they ever thought possible. Everyone deserves to experience love, and it is something that should be treasured.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,"The writer says love 'should' be viewed a certain way rather than love 'must', which makes it slightly less assertive and confident.",,,1,1
64,34YWR3PJ3KRKIGRFAS6MCQHEI5KX02,33F859I56JUR3XS4T6QRI5LS91RHBI,A2Y2AZ8DBFU47Q,38,91% (32/35),Write an <b>assertive</b> passage about love:,"Love is something that should be cherished and nurtured. It is the most powerful emotion that there is, and it has the ability to bring people together and make them happier than they ever thought possible.<br><br>Love is something that should be cherished and nurtured. It is the most powerful emotion that there is, and it has the ability to bring people together and make them happier than they ever thought possible. Everyone deserves to experience love, and it is something that should be treasured.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no,,,2,1
65,34YWR3PJ3KRKIGRFAS6MCQHEI5KX02,3FPRZHYEPBORI3JBJ2SPFNEPTOP3V3,AKQAI78JTXXC9,183,100% (240/240),Write an <b>assertive</b> passage about love:,"Love is something that should be cherished and nurtured. It is the most powerful emotion that there is, and it has the ability to bring people together and make them happier than they ever thought possible.<br><br>Love is something that should be cherished and nurtured. It is the most powerful emotion that there is, and it has the ability to bring people together and make them happier than they ever thought possible. Everyone deserves to experience love, and it is something that should be treasured.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,repeats the first sentence twice,,,0,0
66,391FPZIE5O33CC3G3V2KYBHRA45HUW,345LHZDEDA9R5OUBECIKJ1C6FHG3UE,A2HM35CWB7IIFM,61,100% (414/414),Write an <b>assertive</b> passage about love:,"Love is a powerful emotion that can change people for the better. It can make people more compassionate, caring, and selfless. Love is something to be treasured and cherished. It should be nurtured and grown, so that it can continue to bring happiness and joy to those who experience it.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,Use of the word 'can' is somewhat wishy-washy; it would be more assertive to say Love does X.,,,1,1
67,391FPZIE5O33CC3G3V2KYBHRA45HUW,3B1NLC6UGCDF7VY3S5QASPEGB5TPGC,A31P3ZS4NETEA5,28,100% (17/17),Write an <b>assertive</b> passage about love:,"Love is a powerful emotion that can change people for the better. It can make people more compassionate, caring, and selfless. Love is something to be treasured and cherished. It should be nurtured and grown, so that it can continue to bring happiness and joy to those who experience it.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no,,,1,1
68,391FPZIE5O33CC3G3V2KYBHRA45HUW,3IXQG4FA26FYORALVU2Z5ON4QOJB9M,AKQAI78JTXXC9,91,100% (240/240),Write an <b>assertive</b> passage about love:,"Love is a powerful emotion that can change people for the better. It can make people more compassionate, caring, and selfless. Love is something to be treasured and cherished. It should be nurtured and grown, so that it can continue to bring happiness and joy to those who experience it.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,0,0
69,32FESTC2OT7CV4S0H3OJNKKBXC0UC0,3U5JL4WY5XQ44O7AJVYQDD3GNZTX4L,A2HM35CWB7IIFM,31,100% (414/414),Write an <b>assertive</b> passage about love:,"Love is something that should be cherished and nurtured. It is a beautiful thing that can make us feel happy, content, and fulfilled. When we are in love, we should appreciate and savor every moment.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,It would be more assertive and confident if 'should' was replaced with 'must' when describing love.,,,1,1
70,32FESTC2OT7CV4S0H3OJNKKBXC0UC0,3B2X28YI39WB688NXNZNLEW20NBB6B,A31P3ZS4NETEA5,160,100% (17/17),Write an <b>assertive</b> passage about love:,"Love is something that should be cherished and nurtured. It is a beautiful thing that can make us feel happy, content, and fulfilled. When we are in love, we should appreciate and savor every moment.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,None,,,1,1
71,32FESTC2OT7CV4S0H3OJNKKBXC0UC0,3RXCAC0YI46U13ZM6OOZ63JQMVTG8J,AKQAI78JTXXC9,98,100% (240/240),Write an <b>assertive</b> passage about love:,"Love is something that should be cherished and nurtured. It is a beautiful thing that can make us feel happy, content, and fulfilled. When we are in love, we should appreciate and savor every moment.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
72,3OID399FYSOXHE1OMAOVLQ1Q8PXFDM,39U1BHVTDY8C5BFME7SAE5Q4W393TN,A2Y2AZ8DBFU47Q,23,91% (32/35),Write an <b>assertive</b> passage about love:,Love is a powerful emotion that can bring people together and create lasting bonds. It can also be a source of great joy and happiness.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no,,,2,1
73,3OID399FYSOXHE1OMAOVLQ1Q8PXFDM,3U8YCDAGX2X3W3OXEGGW72HA9KR0QC,A3PUUVUDORJS8W,5,100% (20/20),Write an <b>assertive</b> passage about love:,Love is a powerful emotion that can bring people together and create lasting bonds. It can also be a source of great joy and happiness.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,0,0
74,3OID399FYSOXHE1OMAOVLQ1Q8PXFDM,3JAOYWH7VVLA10WXM7RTJRJ92IXL9J,AKQAI78JTXXC9,161,100% (240/240),Write an <b>assertive</b> passage about love:,Love is a powerful emotion that can bring people together and create lasting bonds. It can also be a source of great joy and happiness.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,0,0
75,3VCK0Q0PPHVF6MDB8MJDEOQGGRAN08,34PGFRQON1SFI6L5CXP8HWESWUDJW5,A2Y2AZ8DBFU47Q,57,91% (32/35),Write an <b>assertive</b> passage about love:,"I love you, plain and simple. I know you're not perfect, and I'm not either. But, I accept you for who you are. I will never try to change you, and I hope you feel the same about me. I promise to always be honest with you, even when it's hard. I will always be there for you, no matter what. I love you, and I will never stop.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no,,,2,1
76,3VCK0Q0PPHVF6MDB8MJDEOQGGRAN08,336KAV9KY39J1FIXKD143CDR5RS2Y1,A9HQ3E0F2AGVO,432,100% (273/273),Write an <b>assertive</b> passage about love:,"I love you, plain and simple. I know you're not perfect, and I'm not either. But, I accept you for who you are. I will never try to change you, and I hope you feel the same about me. I promise to always be honest with you, even when it's hard. I will always be there for you, no matter what. I love you, and I will never stop.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,2,1
77,3VCK0Q0PPHVF6MDB8MJDEOQGGRAN08,34BBWHLWHNSJNV1ZUF485VZSJFOIWS,AKQAI78JTXXC9,171,100% (240/240),Write an <b>assertive</b> passage about love:,"I love you, plain and simple. I know you're not perfect, and I'm not either. But, I accept you for who you are. I will never try to change you, and I hope you feel the same about me. I promise to always be honest with you, even when it's hard. I will always be there for you, no matter what. I love you, and I will never stop.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,2,1
78,3R0WOCG22YQM0WYEHZJU7Q2TICCUD0,33M4IA01QTIB5U98U7U3L6EQFDDXR4,A2HM35CWB7IIFM,63,100% (414/414),Write an <b>assertive</b> passage about love:,"Love is a strong, passionate emotion felt between two people who are attracted to each other. Love is often described as a feeling of strong affection and requires both positive and negative aspects, such as patience and sacrifice. Love is often physical and emotional, and is a source of comfort and security.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,It would be more assertive and confident if the writer said Love IS [always] rather than Love is Often...,,,1,1
79,3R0WOCG22YQM0WYEHZJU7Q2TICCUD0,3VELCLL3GX06C3J6WJ9298W67ANF1Z,A31P3ZS4NETEA5,39,100% (17/17),Write an <b>assertive</b> passage about love:,"Love is a strong, passionate emotion felt between two people who are attracted to each other. Love is often described as a feeling of strong affection and requires both positive and negative aspects, such as patience and sacrifice. Love is often physical and emotional, and is a source of comfort and security.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,None,,,2,1
80,3R0WOCG22YQM0WYEHZJU7Q2TICCUD0,3R6P78PK7XSDZNRA9MZUXZFD08EGT8,AKQAI78JTXXC9,171,100% (240/240),Write an <b>assertive</b> passage about love:,"Love is a strong, passionate emotion felt between two people who are attracted to each other. Love is often described as a feeling of strong affection and requires both positive and negative aspects, such as patience and sacrifice. Love is often physical and emotional, and is a source of comfort and security.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,-1,-1
81,338431Z1GXWLO1XM3E25D9R8FRFROQ,3BXQMRHWKCFSRA2LKUNZF0LCF8XMUD,A31P3ZS4NETEA5,43,100% (17/17),Write an <b>assertive</b> passage about love:,"There is no one definitive answer to the question of what love is. However, we can say with certainty that love is a powerful emotion that can cause people to change their behavior in profound ways. Love can cause people to act selflessly, to put the needs of others above their own, and to make great sacrifices. Love is often described as a feeling of strong affection and requires both positive and negative aspects, such as patience and sacrifice. Love is something that we all experience in different ways and it is a central theme in many works of art, literature, and film.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no,,,-1,-1
82,338431Z1GXWLO1XM3E25D9R8FRFROQ,3OVR4I9US20KVR6YXH3YJ57NQW6Q4H,A9HQ3E0F2AGVO,434,100% (273/273),Write an <b>assertive</b> passage about love:,"There is no one definitive answer to the question of what love is. However, we can say with certainty that love is a powerful emotion that can cause people to change their behavior in profound ways. Love can cause people to act selflessly, to put the needs of others above their own, and to make great sacrifices. Love is often described as a feeling of strong affection and requires both positive and negative aspects, such as patience and sacrifice. Love is something that we all experience in different ways and it is a central theme in many works of art, literature, and film.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,-2,-1
83,338431Z1GXWLO1XM3E25D9R8FRFROQ,3S06PH7KS4L9EJ5A5DECL8TLVX71DA,AKQAI78JTXXC9,181,100% (240/240),Write an <b>assertive</b> passage about love:,"There is no one definitive answer to the question of what love is. However, we can say with certainty that love is a powerful emotion that can cause people to change their behavior in profound ways. Love can cause people to act selflessly, to put the needs of others above their own, and to make great sacrifices. Love is often described as a feeling of strong affection and requires both positive and negative aspects, such as patience and sacrifice. Love is something that we all experience in different ways and it is a central theme in many works of art, literature, and film.",Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,0,0
84,3DZKABX20UMC8JH0MTYOJ6MUBJ9CV7,3PB5A5BD08NQ1PU3WJWTS3NVBBO7GO,A31P3ZS4NETEA5,20,100% (17/17),Write an <b>assertive</b> passage about love:,It is okay to be vulnerable in front of the ones you love. It is okay to show your true colors and to be yourself. You should never feel like you have to put on a mask around the ones you love. Love is about being honest and open. It is about acceptance and understanding.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,no,,,0,0
85,3DZKABX20UMC8JH0MTYOJ6MUBJ9CV7,3J88R45B2TFQTHTTHFQEGBEBEVPPX4,A3PUUVUDORJS8W,8,100% (20/20),Write an <b>assertive</b> passage about love:,It is okay to be vulnerable in front of the ones you love. It is okay to show your true colors and to be yourself. You should never feel like you have to put on a mask around the ones you love. Love is about being honest and open. It is about acceptance and understanding.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
86,3DZKABX20UMC8JH0MTYOJ6MUBJ9CV7,34S6N1K2Z803G6EGKJFLW8HXLV5LH9,AKQAI78JTXXC9,172,100% (240/240),Write an <b>assertive</b> passage about love:,It is okay to be vulnerable in front of the ones you love. It is okay to show your true colors and to be yourself. You should never feel like you have to put on a mask around the ones you love. Love is about being honest and open. It is about acceptance and understanding.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
87,34XASH8KM23CCLWVD6J3GA2OJ9CPMH,386PBUZZXSEZ7C968JI68LXCYN9JLC,A2HM35CWB7IIFM,42,100% (414/414),Write an <b>assertive</b> passage about love:,Love is something that should be cherished and celebrated. It is a beautiful thing that should be shared with the world. Love is something that makes us feel alive and can never be taken for granted.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,"Use of 'should"" instead of 'must' makes the text a bit less assertive.",,,1,1
88,34XASH8KM23CCLWVD6J3GA2OJ9CPMH,3BXQMRHWKCFSRA2LKUNZF0LCF8XUML,A3PUUVUDORJS8W,9,100% (20/20),Write an <b>assertive</b> passage about love:,Love is something that should be cherished and celebrated. It is a beautiful thing that should be shared with the world. Love is something that makes us feel alive and can never be taken for granted.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
89,34XASH8KM23CCLWVD6J3GA2OJ9CPMH,3GLB5JMZFAC6IYVDNWZFSVXRXMQGDP,AKQAI78JTXXC9,132,100% (240/240),Write an <b>assertive</b> passage about love:,Love is something that should be cherished and celebrated. It is a beautiful thing that should be shared with the world. Love is something that makes us feel alive and can never be taken for granted.,Tone,assertive tone: An assertive tone is one that is confident and direct. Assertiveness communicates a willingness to stand up for oneself and one's beliefs.,Basic,,,,1,1
90,3VEI3XUC03E3919NIEFK29WYPWBRP7,3A4NIXBJ7JGP8KFRBGVYODPT2H4MLJ,A2Y2AZ8DBFU47Q,70,91% (32/35),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,no,,,2,1
91,3VEI3XUC03E3919NIEFK29WYPWBRP7,3QY7M81QHK3V3BQMMAH8QVFOIS57KR,A31P3ZS4NETEA5,23,100% (17/17),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,none,,,1,1
92,3VEI3XUC03E3919NIEFK29WYPWBRP7,3ZPPDN2SL8DWVUM55L4P6WTPTLW9EK,AKQAI78JTXXC9,178,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,0,0
93,3X52SWXE19MPN8H5C33K5858ISBCWH,3X1FV8S5JA8SCFVZEHZ9YH3YXTUVG3,A3PUUVUDORJS8W,6,100% (20/20),Write a <b>passive-aggressive</b> passage about love:,Love is such a wonderful thing! It's so amazing how two people can come together and feel so deeply for one another. It's truly a miracle.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
94,3X52SWXE19MPN8H5C33K5858ISBCWH,34MAJL3QPH4SOQ0WZ6R26XECG4T34S,A9HQ3E0F2AGVO,431,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,Love is such a wonderful thing! It's so amazing how two people can come together and feel so deeply for one another. It's truly a miracle.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-2,-1
95,3X52SWXE19MPN8H5C33K5858ISBCWH,3K5TEWLKG8S6861U45ZCJTGEC6MIVI,AKQAI78JTXXC9,119,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,Love is such a wonderful thing! It's so amazing how two people can come together and feel so deeply for one another. It's truly a miracle.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-2,-1
96,3909MD9T3BY29KFOI5ZFR8JB81YFEF,3FPRZHYEPBORI3JBJ2SPFNEPTOPV3V,A3PUUVUDORJS8W,6,100% (20/20),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control. You can't help who you fall in love with. It just happens.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
97,3909MD9T3BY29KFOI5ZFR8JB81YFEF,31HQ4X3T35RS6FSWVDRK0MOZU6MSL1,A9HQ3E0F2AGVO,425,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control. You can't help who you fall in love with. It just happens.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
98,3909MD9T3BY29KFOI5ZFR8JB81YFEF,3Z7ISHFUHDCUSKURWGCORAZWXLN8Z0,AKQAI78JTXXC9,117,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control. You can't help who you fall in love with. It just happens.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
99,33KGGVH256YKP5CX6BAMQV0ONXQX15,3A7Y0R2P215U76QVM2LUJFSZ5WJXJC,A3PUUVUDORJS8W,10,100% (20/20),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
100,33KGGVH256YKP5CX6BAMQV0ONXQX15,3HFNH7HEMUV077ZISI5ZSU4QG1FQG4,A9HQ3E0F2AGVO,454,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
101,33KGGVH256YKP5CX6BAMQV0ONXQX15,333U7HK6IMWG90LEV2KIP8P7PE7JDW,AKQAI78JTXXC9,200,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,Love is something that just happens to you. It's not something you can control.,Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
102,3OYHVNTV65FZ1XKRDUT8CX5UKZLKOQ,39GXDJN2O6VDJ0PHVJNL64M09AHV8N,A31P3ZS4NETEA5,25,100% (17/17),Write a <b>passive-aggressive</b> passage about love:,"Love is a many splendored thing. It can make you feel on top of the world, or like you're crawling under a rock. It can make you feel like you're flying, or like you're falling. It can make you feel happy, or it can make you feel sad. It can make you feel like you're in control, or like you're completely out of control. It's a mystery, really.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,no,,,-2,-1
103,3OYHVNTV65FZ1XKRDUT8CX5UKZLKOQ,3QECW5O0KUIFJQ2QSQG3T2OOAZ0T53,A9HQ3E0F2AGVO,446,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,"Love is a many splendored thing. It can make you feel on top of the world, or like you're crawling under a rock. It can make you feel like you're flying, or like you're falling. It can make you feel happy, or it can make you feel sad. It can make you feel like you're in control, or like you're completely out of control. It's a mystery, really.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
104,3OYHVNTV65FZ1XKRDUT8CX5UKZLKOQ,3PXX5PX6LAFCTAKQN0GZ1JYOW61BA1,AKQAI78JTXXC9,112,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,"Love is a many splendored thing. It can make you feel on top of the world, or like you're crawling under a rock. It can make you feel like you're flying, or like you're falling. It can make you feel happy, or it can make you feel sad. It can make you feel like you're in control, or like you're completely out of control. It's a mystery, really.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
105,31SIZS5W6LWO9DA2IRU92EM8USXRQY,35BLDD71IJES3WQ449NYJOJ48JOZVW,A3DUM421S8UMGU,67,100% (1/1),Write a <b>passive-aggressive</b> passage about love:,"Love is something that just happens, it's not something that you can control. It's like a force of nature, you can't stop it or change it. You can try to fight it, but you'll always lose in the end.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,This story is consisting.,,,1,1
106,31SIZS5W6LWO9DA2IRU92EM8USXRQY,3R08VXYT7PCMYBK3BO0BE69J5ZE7WN,A9HQ3E0F2AGVO,432,100% (273/273),Write a <b>passive-aggressive</b> passage about love:,"Love is something that just happens, it's not something that you can control. It's like a force of nature, you can't stop it or change it. You can try to fight it, but you'll always lose in the end.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,1,1
107,31SIZS5W6LWO9DA2IRU92EM8USXRQY,3EA3QWIZ4VCRVEX5ZAZXIBSTFL6IT2,AKQAI78JTXXC9,112,100% (240/240),Write a <b>passive-aggressive</b> passage about love:,"Love is something that just happens, it's not something that you can control. It's like a force of nature, you can't stop it or change it. You can try to fight it, but you'll always lose in the end.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,,,,-1,-1
108,3E22YV8GHDNIU3HVP7Y3TPROOZMPNH,3137ONMDKTMBA49DJRAZYDFCXYREGG,A2Y2AZ8DBFU47Q,110,91% (32/35),Write a <b>passive-aggressive</b> passage about love:,"Love is such a beautiful thing, don't you think? It's so wonderful when two people come together and share their lives with one another. It's like a dream come true.<br><br>I'm so happy for you that you've found someone who loves you as much as you love them. I hope you'll be very happy together.",Tone,passive-aggressive tone: A passive-aggressive tone is passive but also covertly hostile and resentful. It is used to communicate displeasure or disagreement.,Basic,inconsistency,,,1,1
